claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,fraud,claim_year,claim_day,latitude,longitude,state,claim_day_monday,claim_day_saturday,claim_day_sunday,claim_day_thursday,claim_day_tuesday,claim_day_wednesday,accident_site_local,accident_site_parking_lot,channel_online,channel_phone,vehicle_category_large,vehicle_category_medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_month_august,claim_month_december,claim_month_february,claim_month_january,claim_month_july,claim_month_june,claim_month_march,claim_month_may,claim_month_november,claim_month_october,claim_month_september,Unem_rate
22186,31,F,0,80,34358,1,0,Rent,50021,8/27/2016,0,0,100,0,6486.688441,6,39445.19043,19896.52129,0,2016,27,41.72,-93.6,IA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.6
22187,51,F,1,70,39325,1,1,Own,80028,10/17/2016,1,0,39,1,4016.593341,2,30339.85534,21278.40962,0,2016,17,39.95,-105.14,CO,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1
22191,36,M,1,83,35837,1,0,Own,20107,3/17/2015,0,0,100,1,3653.157771,7,23601.64078,5241.240699,0,2015,17,38.96,-77.52,VA,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8
22193,48,M,1,51,38727,1,0,Own,20151,3/25/2015,0,0,37,1,7886.270282,4,14749.48883,34431.59687,0,2015,25,38.9,-77.45,VA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8
22194,20,F,1,81,29966,1,1,Rent,85003,3/14/2016,2,1,84,0,3538.085957,4,38711.90765,16525.14638,1,2016,14,33.45,-112.08,AZ,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5
22196,42,F,0,78,37369,1,1,Own,85013,1/12/2016,0,0,100,0,5096.554742,4,46110.81692,16962.69375,0,2016,12,33.5,-112.08,AZ,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.7
22197,46,F,0,96,38271,0,0,Own,85077,11/4/2016,0,0,63,1,6448.546232,4,16130.92953,40076.16013,0,2016,4,33.45,-111.97,AZ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
22198,38,F,1,75,36377,0,1,Own,50021,3/30/2016,0,0,52,0,6337.590666,1,14637.06598,18627.5183,0,2016,30,41.72,-93.6,IA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6
22201,35,F,1,64,35564,1,1,Own,80026,11/27/2016,0,0,99,0,5367.118337,6,59354.25775,14629.77882,0,2016,27,39.99,-105.09,CO,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
22202,44,M,1,52,37836,0,0,Own,20152,2/16/2016,0,1,95,0,7476.261242,4,17667.75648,45929.60986,0,2016,16,38.92,-77.5,VA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
22203,40,M,1,69,36890,1,1,Rent,50054,4/22/2015,0,1,87,1,5606.032216,3,39535.01448,55838.97107,1,2015,22,41.67,-93.24,IA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
22204,52,F,1,31,39516,1,1,Own,50022,11/16/2015,0,0,7,0,4566.371161,3,23756.26178,15044.47592,0,2015,16,41.39,-95.01,IA,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7
22205,31,M,1,86,34353,0,1,Own,20164,2/19/2016,0,0,69,1,8369.143837,5,17167.10524,22086.44797,1,2016,19,39,-77.4,VA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
22207,43,F,1,73,37613,1,1,Own,20140,4/12/2015,2,0,50,1,3773.706431,7,20287.45886,10895.15397,0,2015,12,38.81,-77.9,VA,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
22208,47,M,1,74,38499,1,1,Rent,20106,11/4/2015,2,0,89,1,2565.340789,10,11954.15167,13481.07271,1,2015,4,38.67,-77.99,VA,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1
22210,60,M,1,88,40939,1,1,Own,85027,1/22/2016,0,0,93,0,2475.366544,6,32957.86792,24449.044,0,2016,22,33.68,-112.09,AZ,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.7
22211,29,F,1,76,33685,1,0,Rent,80012,11/21/2015,0,0,39,1,3210.335655,8,41025.36112,14858.49852,1,2015,21,39.69,-104.81,CO,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.5
22213,53,M,1,48,39691,0,0,Rent,15022,5/7/2015,0,0,13,0,10351.62343,2,21717.55389,19280.9824,0,2015,7,40.13,-79.9,PA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
22223,48,M,0,74,38714,0,1,Own,85073,5/21/2015,0,0,50,1,4800.978161,2,11185.79574,9313.686855,0,2015,21,33.44,-112.07,AZ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1
22225,48,M,1,61,38710,1,0,Rent,80005,10/7/2015,0,1,80,0,1605.543147,1,23192.98973,21140.70796,0,2015,7,39.85,-105.13,CO,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
22226,52,F,0,72,39514,1,1,Rent,20148,3/19/2015,0,1,96,1,2743.334003,5,27805.21099,25676.44392,0,2015,19,39,-77.52,VA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8
22227,51,M,1,30,39318,1,0,Own,50011,6/26/2016,0,0,98,0,3505.452849,4,38521.29988,27440.94533,0,2016,26,42.02,-93.64,IA,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7
22230,42,F,1,33,37373,1,1,Own,80002,12/28/2016,0,0,68,1,2160.608434,4,26737.72491,34753.03184,0,2016,28,39.79,-105.11,CO,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9
22231,48,M,0,80,38710,1,1,Rent,20102,7/23/2015,0,0,11,0,5006.083076,8,8753.493048,24611.3449,0,2015,23,38.92,-77.35,VA,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.4
22232,28,M,0,69,33320,1,1,Rent,80026,6/26/2016,0,0,1,1,9928.06849,1,41198.28289,24268.59509,0,2016,26,39.99,-105.09,CO,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.4
22233,41,F,1,64,37139,0,0,Rent,15054,8/11/2016,0,1,4,0,4177.565576,5,26539.38675,10825.20127,0,2016,11,40.36,-80.41,PA,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5
22235,27,M,0,78,32973,1,1,Rent,15012,11/10/2015,0,0,79,1,6425.833575,3,33910.33019,18362.96788,0,2015,10,40.12,-79.86,PA,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
22236,51,M,1,91,39313,0,1,Rent,85065,12/22/2015,0,1,6,0,4961.994056,5,14517.87007,28941.60199,0,2015,22,33.43,-112.05,AZ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7
22239,40,F,0,84,36875,1,0,Own,15046,3/1/2015,0,1,27,1,3265.076777,2,17847.88697,7238.508909,0,2015,1,40.55,-80.23,PA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.4
22240,30,M,1,80,34012,1,1,Own,15019,3/31/2015,0,0,95,1,5220.727483,2,62415.29398,10658.40165,1,2015,31,40.42,-80.35,PA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.4
22241,75,F,0,79,43160,1,1,Own,50044,8/26/2016,0,0,40,1,8097.9754,7,12116.37488,15408.85247,0,2016,26,41.2,-92.88,IA,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6
22242,35,F,1,22,35552,0,1,Own,15046,8/11/2015,1,1,85,1,3703.749473,6,17524.21605,52338.85069,0,2015,11,40.55,-80.23,PA,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.2
22243,48,M,1,64,38712,1,1,Own,50037,2/10/2016,0,0,97,0,3018.344253,3,30772.21825,15968.50521,1,2016,10,42.05,-93.87,IA,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.6
22244,28,F,1,85,33334,1,1,Rent,15005,5/8/2016,1,1,51,1,2333.859112,5,19749.65971,22521.142,1,2016,8,40.63,-80.22,PA,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
22245,59,F,1,75,40781,1,0,Rent,80014,12/23/2015,0,1,34,1,4503.623541,5,39357.50508,21872.52214,0,2015,23,39.66,-104.84,CO,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.5
22248,56,F,1,75,40240,1,1,Rent,20135,6/20/2015,2,0,50,1,3269.857679,4,19699.09816,49011.57567,0,2015,20,39.11,-77.83,VA,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5
22250,25,F,0,76,32184,0,0,Rent,15055,2/16/2015,0,0,84,0,8720.496411,6,13652.93061,24543.05907,0,2015,16,40.31,-80.12,PA,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.4
22252,54,F,1,78,39887,0,1,Own,15010,7/15/2015,1,0,19,0,2421.379835,5,13635.64917,22253.40911,0,2015,15,40.76,-80.32,PA,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3
22253,23,M,0,50,31353,1,0,Rent,85008,5/30/2015,0,0,18,1,5336.528336,9,50575.78523,30591.24757,0,2015,30,33.46,-111.98,AZ,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1
22254,49,M,0,80,38912,0,1,Rent,20132,3/14/2015,0,0,94,1,3195.459406,6,46616.34195,42204.71992,0,2015,14,39.13,-77.71,VA,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8
22255,64,F,1,69,41586,1,0,Own,20148,9/13/2016,0,0,88,1,5804.188002,7,15539.0352,29764.61805,0,2016,13,39,-77.52,VA,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
22256,33,F,1,91,34955,1,0,Own,85070,12/18/2016,0,0,10,1,2565.121836,4,35645.32675,16622.87002,0,2016,18,33.3,-112.04,AZ,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2
22257,55,M,1,80,40078,1,0,Own,85082,7/19/2016,0,0,19,0,5299.474607,4,35264.45237,29923.89014,0,2016,19,33.46,-111.98,AZ,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3
22258,55,M,1,84,40082,0,1,Own,50057,5/12/2015,1,0,97,1,3778.811092,3,15760.46438,11889.83926,0,2015,12,41.18,-93.15,IA,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8
22259,30,M,0,88,34019,1,1,Own,15037,3/7/2015,0,0,98,1,2450.962557,5,45078.22631,26568.66094,0,2015,7,40.27,-79.88,PA,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.4
22260,42,M,0,62,37376,1,0,Own,15047,11/26/2015,0,0,12,1,10581.15181,5,37503.64319,42345.55641,1,2015,26,40.32,-79.81,PA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.2
22264,60,F,0,88,40950,1,1,Own,80045,1/15/2016,1,0,40,1,2850.298413,6,42352.44454,29817.60258,0,2016,15,39.75,-104.84,CO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5
22265,40,F,1,53,36881,1,0,Rent,85069,4/21/2016,1,0,88,1,8172.395269,8,14117.61941,15728.5976,0,2016,21,33.56,-112.09,AZ,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
22266,49,M,1,86,38921,0,0,Rent,85069,1/8/2015,0,0,90,1,6851.016696,8,25182.45738,10440.94407,0,2015,8,33.56,-112.09,AZ,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4
22267,29,M,1,85,33660,1,0,Rent,85079,10/10/2015,0,1,23,1,4880.375157,7,39294.91464,79445.47987,0,2015,10,33.5,-112.11,AZ,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.8
22268,59,M,0,83,40784,0,0,Own,15027,7/29/2015,0,0,77,0,2486.316786,6,19032.20022,7794.963521,0,2015,29,40.66,-80.24,PA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3
22270,63,F,1,78,41438,0,0,Own,85018,3/16/2015,5,0,2,1,7755.715846,5,9568.910855,24170.64265,0,2015,16,33.5,-111.98,AZ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3
22271,33,M,0,77,34953,1,1,Rent,85038,12/18/2016,0,1,2,1,5242.404402,7,15145.04513,11794.15769,0,2016,18,33.46,-111.98,AZ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.2
22272,43,M,0,56,37615,0,0,Own,20152,9/6/2016,0,0,15,0,3853.222826,8,17217.59326,10849.36173,0,2016,6,38.92,-77.5,VA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.2
22276,30,F,1,94,33992,1,0,Own,20124,1/18/2015,3,0,92,1,6825.338658,5,27622.44871,13430.28104,1,2015,18,38.77,-77.38,VA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9
22277,26,M,1,90,32590,1,1,Rent,15046,8/16/2016,2,1,16,1,4678.700796,3,19934.25381,17620.75235,0,2016,16,40.55,-80.23,PA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5
22278,29,M,1,54,33685,1,0,Rent,80011,5/31/2016,1,1,95,1,4927.905542,2,18857.98838,17246.89829,0,2016,31,39.74,-104.78,CO,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4
22279,47,F,1,91,38496,1,0,Own,50052,11/21/2015,0,0,56,0,4151.137943,5,53855.01758,31840.17333,0,2015,21,40.63,-93.45,IA,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7
22280,28,F,0,58,33346,1,1,Own,50001,11/9/2015,1,0,100,0,8665.675697,8,10049.85699,13073.58827,0,2015,9,41.36,-93.47,IA,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7
22286,40,M,1,68,36900,1,0,Own,80021,5/27/2015,1,0,59,1,1423.369765,6,47584.28902,9799.116776,0,2015,27,39.89,-105.11,CO,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
22287,48,M,1,68,38718,0,1,Own,50041,9/25/2015,0,1,100,1,7071.08694,8,9942.555182,29637.69727,0,2015,25,42.64,-93.25,IA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7
22290,22,F,0,87,30916,1,1,Rent,80012,4/10/2015,0,1,47,1,5554.008428,3,23334.85623,36417.69231,0,2015,10,39.69,-104.81,CO,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1
22291,42,F,0,87,37369,1,1,Rent,50048,9/1/2016,0,0,9,0,4963.869815,4,21373.68089,37271.93238,0,2016,1,41.5,-94.52,IA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6
22294,51,M,0,98,39331,1,1,Own,80005,8/13/2015,0,0,86,0,4659.301201,2,19498.90021,8825.055347,0,2015,13,39.85,-105.13,CO,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7
22296,33,F,0,84,34956,1,1,Own,15046,10/8/2015,0,0,55,1,3248.066983,5,13683.23019,14418.77892,1,2015,8,40.55,-80.23,PA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.2
22298,31,F,1,69,34342,1,1,Own,15028,6/11/2016,0,0,26,0,5044.527268,11,51087.32402,34092.71912,1,2016,11,40.31,-79.79,PA,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4
22300,47,M,1,77,38517,1,1,Own,80101,5/25/2016,0,1,68,1,2038.256879,2,17705.61502,13813.69028,0,2016,25,39.47,-103.95,CO,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4
22301,42,M,1,85,37351,1,0,Own,20153,7/4/2015,3,0,100,1,4629.965826,1,46079.46649,15305.15392,0,2015,4,38.87,-77.4,VA,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.4
22302,37,M,0,94,36110,1,0,Rent,20138,7/22/2016,0,0,92,1,3623.642788,7,25160.46115,24344.90677,0,2016,22,38.63,-77.67,VA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.1
22304,38,F,0,89,36385,1,0,Own,20104,4/30/2016,0,0,23,0,6390.363595,9,17035.02532,48923.84922,0,2016,30,38.92,-77.35,VA,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
22305,41,F,1,85,37139,0,0,Rent,85034,5/8/2016,0,0,50,1,5822.116671,8,16555.44506,32022.22655,0,2016,8,33.43,-112.01,AZ,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
22307,44,F,1,66,37852,1,0,Rent,85009,4/20/2016,0,0,95,1,5877.716181,4,10133.66631,6497.397183,0,2016,20,33.44,-112.13,AZ,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
22308,54,F,1,78,39900,0,0,Own,85005,1/12/2015,3,0,2,1,6790.448109,4,23701.11702,23752.53339,0,2015,12,33.44,-112.12,AZ,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.4
22310,41,M,1,88,37134,0,1,Rent,80031,4/4/2015,0,0,1,1,5329.367295,6,20462.14652,8657.119632,0,2015,4,39.88,-105.05,CO,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1
22311,41,M,0,81,37154,1,1,Own,80108,12/22/2015,3,0,50,1,8317.346192,2,10733.89032,13829.34722,1,2015,22,39.45,-104.85,CO,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5
22312,53,M,1,59,39691,1,0,Own,20160,4/27/2015,0,0,92,0,2108.973453,3,24580.93887,11749.91019,0,2015,27,39.11,-77.69,VA,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
22313,55,F,1,70,40064,1,0,Own,20152,11/20/2015,0,0,8,0,5343.646713,5,22343.28466,21216.16679,0,2015,20,38.92,-77.5,VA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1
22314,28,M,1,52,33315,0,0,Rent,80006,1/13/2015,1,0,1,1,9176.396969,2,25783.10164,16538.96866,0,2015,13,39.82,-105.1,CO,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.3
22316,39,F,1,86,36629,1,1,Own,50050,1/7/2016,3,0,99,1,5937.164532,4,12434.8794,20312.61174,0,2016,7,42.15,-94.47,IA,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6
22317,46,F,1,84,38270,1,1,Own,85010,8/29/2016,1,1,49,1,6102.807755,4,14610.90616,25338.77723,0,2016,29,33.46,-111.98,AZ,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.3
22318,44,M,1,88,37835,1,0,Rent,80028,12/9/2016,0,1,82,1,2889.265331,7,26068.58016,22681.87516,0,2016,9,39.95,-105.14,CO,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9
22320,30,M,1,73,34017,1,0,Rent,85082,6/2/2016,0,0,74,0,3525.459818,6,28415.49326,7372.459847,0,2016,2,33.46,-111.98,AZ,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4
22321,42,F,0,73,37372,1,1,Own,85066,9/9/2015,1,1,23,1,2644.971368,5,26721.69664,26287.0009,0,2015,9,33.39,-112.03,AZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9
22322,29,F,0,52,33676,1,1,Rent,15012,10/19/2016,2,1,38,1,5106.204365,6,18016.18539,26599.79926,0,2016,19,40.12,-79.86,PA,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5
22324,72,M,1,85,42769,1,1,Rent,50038,5/18/2015,0,0,39,1,4977.009598,3,32658.78421,15126.24097,0,2015,18,41.53,-93.9,IA,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8
22325,41,F,1,93,37144,1,1,Own,50021,10/7/2016,2,0,100,1,4243.668263,2,14321.17798,26323.81709,1,2016,7,41.72,-93.6,IA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
22327,42,F,1,79,37366,1,1,Rent,20110,10/27/2016,2,0,6,1,1920.547315,6,32057.42698,16267.38737,0,2016,27,38.74,-77.48,VA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
22330,55,F,1,84,40068,1,0,Own,20143,12/22/2016,0,0,98,0,5205.679239,4,45923.09745,26770.28472,0,2016,22,38.84,-77.56,VA,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1
22331,41,M,1,67,37143,0,1,Rent,20109,2/9/2016,1,0,16,1,2977.873959,10,27267.57984,4219.312955,1,2016,9,38.79,-77.53,VA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
22333,39,M,0,77,36630,1,1,Rent,85079,5/20/2016,0,0,61,1,4266.509543,2,19432.98586,23485.0626,0,2016,20,33.5,-112.11,AZ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
22334,39,M,1,58,36635,0,1,Rent,50012,10/13/2016,0,0,0,0,4061.431443,2,13046.08159,25505.55892,0,2016,13,42.03,-93.65,IA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.6
22335,41,M,1,80,37142,1,0,Own,80016,6/26/2016,1,0,49,1,3086.011606,3,22111.4635,19121.00978,0,2016,26,39.6,-104.71,CO,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4
22338,50,M,1,88,39144,1,0,Rent,80011,3/18/2016,0,0,39,0,6895.769733,8,37938.12556,27285.16523,0,2016,18,39.74,-104.78,CO,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
22340,34,M,1,82,35262,1,1,Own,20111,12/18/2015,0,0,20,0,5923.034732,4,14380.60656,24299.92605,0,2015,18,38.75,-77.43,VA,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.1
22342,41,F,1,83,37129,0,1,Own,85040,5/23/2015,0,0,78,1,3502.455262,6,6452.433178,11153.84898,1,2015,23,33.4,-112.02,AZ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.1
22343,57,F,1,78,40422,1,1,Rent,15009,1/16/2015,0,0,27,0,4359.5463,5,32449.53996,22437.1678,0,2015,16,40.69,-80.3,PA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.4
